Name,Age,Gender,Date of Birth,Location,Current Savings,Debt Amount,Job Type,Education Level,Number of Logins,Satisfaction Rating,Product Usage,Social Media Usage,ISA at 18
Jordan Fisher,16,Male,25/03/2006,,798,2605,Student,Other Qualifications,50,3,Occasional,Frequent,All withdrawn
Sandra Schmidt,17,Female,14/05/2006,,573,3697,Student,A-Levels,45,1,Frequent,Frequent,All withdrawn
Henry Pacheco,16,Male,18/12/2006,,4,4620,Student,Apprenticeships,29,3,Occasional,Frequent,All withdrawn
Kenneth Pope,16,Male,11/10/2005,,0,2210,Student,Other Qualifications,27,3,Rare,Frequent,All withdrawn
Kimberly Krause,17,Female,19/07/2005,,110,2362,Student,Apprenticeships,45,3,Rare,Frequent,All withdrawn
William Mejia,17,Female,22/08/2006,,873,1633,Student,A-Levels,23,1,Rare,Frequent,All withdrawn
Sharon Walters,17,Female,04/10/2006,,471,3785,Student,Other Qualifications,50,2,Rare,Frequent,All withdrawn
Veronica Ryan,16,Female,07/08/2005,,687,1467,Student,Apprenticeships,48,2,Rare,Frequent,All withdrawn
Jason Ferguson,17,Male,20/10/2005,,346,4721,Student,A-Levels,39,3,Rare,Frequent,All withdrawn
Erik Hardin,16,Female,26/05/2005,,198,3375,Student,BTECs,22,2,Rare,Frequent,All withdrawn
Charles Jones MD,16,Female,08/02/2006,,708,4984,Student,BTECs,30,3,Occasional,Frequent,All withdrawn
Jeff Diaz,16,Female,03/10/2006,,198,2628,Student,Apprenticeships,28,1,Rare,Frequent,All withdrawn
Jennifer Lawson,17,Female,06/04/2007,,180,1919,Student,Other Qualifications,41,2,Occasional,Frequent,All withdrawn
Walter Bennett,16,Male,30/04/2006,,570,811,Student,BTECs,45,2,Rare,Frequent,All withdrawn
Matthew Bailey,16,Female,03/01/2007,,461,1785,Student,Other Qualifications,50,2,Rare,Frequent,All withdrawn
Melissa Harrison,16,Female,23/10/2006,,161,2899,Student,Apprenticeships,39,2,Occasional,Frequent,All withdrawn
Katelyn Richardson,17,Female,23/01/2006,,453,3056,Student,Other Qualifications,45,1,Rare,Frequent,All withdrawn
Brian Garcia,17,Female,23/04/2006,,704,4408,Student,A-Levels,49,1,Occasional,Frequent,All withdrawn
Marie Campbell,16,Male,09/06/2005,,991,2725,Student,Apprenticeships,21,1,Occasional,Frequent,All withdrawn
George Johnson,16,Female,24/05/2005,,246,2654,Student,GCSEs,24,1,Rare,Frequent,All withdrawn
Tiffany Jones,17,Male,26/12/2006,,612,3227,Student,A-Levels,22,3,Occasional,Frequent,All withdrawn
Jared Gomez,17,Female,06/11/2005,,964,646,Student,Other Qualifications,37,2,Rare,Frequent,All withdrawn
Manuel Brown,17,Male,01/01/2007,,809,2774,Student,BTECs,50,3,Frequent,Frequent,All withdrawn
Erin Parsons,16,Female,27/07/2006,,288,958,Student,GCSEs,41,1,Rare,Frequent,All withdrawn
Carol Chandler,16,Male,06/07/2006,,2,4862,Student,Other Qualifications,23,3,Rare,Frequent,All withdrawn
Kristy Murphy,16,Female,30/06/2006,,635,4359,Student,BTECs,29,1,Frequent,Frequent,All withdrawn
Jon Scott,16,Male,13/11/2006,,47,2822,Student,GCSEs,49,3,Rare,Frequent,All withdrawn
Nancy Harmon,16,Female,07/06/2005,,356,4009,Student,Apprenticeships,43,2,Rare,Frequent,All withdrawn
Victoria Howard,16,Female,29/11/2005,,715,2923,Student,BTECs,50,1,Rare,Frequent,All withdrawn
Philip Rodriguez,16,Male,02/09/2005,,5,4758,Student,Apprenticeships,33,2,Frequent,Frequent,All withdrawn
Seth Copeland,16,Female,26/09/2006,,390,2571,Student,Other Qualifications,48,3,Occasional,Frequent,All withdrawn
Calvin Johnson,17,Male,19/09/2005,,426,3140,Student,Apprenticeships,34,2,Occasional,Frequent,All withdrawn
Miranda Long,17,Male,19/01/2007,,184,2726,Student,BTECs,33,3,Rare,Frequent,All withdrawn
Haley Pratt,16,Male,12/06/2006,,914,1492,Student,Other Qualifications,30,2,Rare,Occasional,All withdrawn
Kayla Mendez,16,Male,15/01/2007,,493,506,Student,Other Qualifications,45,3,Rare,Frequent,All withdrawn
Bonnie Harper,17,Male,05/04/2007,,303,2777,Student,Other Qualifications,27,2,Occasional,Frequent,All withdrawn
Marc Flowers,16,Female,04/10/2005,,979,4292,Student,Other Qualifications,38,3,Rare,Frequent,All withdrawn
Michael Santos,16,Female,02/08/2006,,666,3611,Student,BTECs,30,1,Rare,Frequent,All withdrawn
James Cain,17,Male,06/11/2006,,152,3996,Student,A-Levels,46,2,Rare,Frequent,All withdrawn
Kathryn Black,17,Female,10/03/2007,,23,4744,Student,A-Levels,29,2,Frequent,Frequent,All withdrawn
Daniel Lee,17,Male,12/08/2005,,73,726,Student,A-Levels,30,1,Occasional,Frequent,All withdrawn
Kim Myers,17,Female,30/01/2006,,435,1049,Student,BTECs,31,3,Rare,Frequent,All withdrawn
Sandra Roberts,17,Female,27/09/2005,,633,1189,Student,Apprenticeships,38,2,Rare,Frequent,All withdrawn
Bradley Lyons,16,Female,05/06/2005,,866,3438,Student,BTECs,47,1,Occasional,Frequent,All withdrawn
Mary Johnson,16,Female,15/08/2005,,699,4954,Student,GCSEs,50,2,Rare,Frequent,All withdrawn
Paul Miller,16,Male,24/09/2006,,547,4196,Student,BTECs,23,2,Rare,Frequent,All withdrawn
Ashley Estes,17,Female,18/03/2007,,648,3428,Student,Apprenticeships,23,2,Rare,Frequent,All withdrawn
Brandi Weeks,16,Male,17/11/2005,,516,1819,Student,Other Qualifications,28,2,Frequent,Occasional,All withdrawn
Diane Huber,17,Male,04/12/2006,,198,3076,Student,BTECs,30,2,Occasional,Frequent,All withdrawn
Tim Murphy,16,Male,08/11/2006,,185,4709,Student,Apprenticeships,46,2,Rare,Frequent,All withdrawn
Frederick Freeman,17,Male,26/08/2006,,803,660,Student,BTECs,37,3,Occasional,Frequent,All withdrawn
Daniel Ayala,17,Female,16/02/2007,,828,800,Student,Apprenticeships,27,1,Rare,Occasional,All withdrawn
William Cuevas,17,Male,07/11/2005,,598,2993,Student,Other Qualifications,22,3,Rare,Frequent,All withdrawn
Annette Foster,17,Female,28/11/2005,,801,3928,Student,Apprenticeships,49,1,Occasional,Frequent,All withdrawn
Larry Hall,17,Male,07/01/2007,,957,3207,Student,Other Qualifications,40,3,Rare,Frequent,All withdrawn
Alan Dawson,17,Female,27/11/2006,,791,3963,Student,Other Qualifications,40,1,Rare,Frequent,All withdrawn
Rachel Burke,16,Female,16/10/2005,,261,1864,Student,BTECs,20,3,Occasional,Frequent,All withdrawn
David Ross,16,Male,21/05/2005,,583,2859,Student,BTECs,25,3,Occasional,Frequent,All withdrawn
Bryan Peterson,16,Female,30/07/2005,,792,4449,Student,GCSEs,25,2,Occasional,Frequent,All withdrawn
Tammy Reyes,16,Male,20/12/2005,,468,3970,Student,GCSEs,35,2,Occasional,Frequent,All withdrawn
Adrian Bray,17,Female,10/05/2006,,743,2707,Student,BTECs,35,1,Rare,Frequent,All withdrawn
Rodney Smith,16,Male,17/10/2006,,162,3461,Student,BTECs,33,1,Occasional,Frequent,All withdrawn
Wyatt Nelson,17,Female,14/12/2005,,922,4865,Student,A-Levels,28,2,Rare,Frequent,All withdrawn
Yvonne Lamb,16,Male,26/10/2006,,156,2221,Student,BTECs,24,3,Rare,Frequent,All withdrawn
Eric Robinson,17,Female,05/07/2006,,245,3487,Student,A-Levels,49,3,Rare,Frequent,All withdrawn
Mary Hall,17,Male,10/06/2005,,746,559,Student,A-Levels,28,2,Occasional,Frequent,All withdrawn
Robert Walker,17,Male,05/08/2005,,985,2718,Student,BTECs,21,1,Occasional,Frequent,All withdrawn
Dana Thompson,17,Female,04/10/2006,,105,4593,Student,Other Qualifications,34,3,Rare,Frequent,All withdrawn
Anthony Cortez,17,Male,23/11/2005,,885,3536,Student,A-Levels,27,1,Rare,Occasional,All withdrawn
Joshua Duke,17,Male,28/06/2006,,337,2600,Student,A-Levels,50,2,Occasional,Frequent,All withdrawn
Gabrielle Blair,17,Female,30/06/2006,,78,4177,Student,BTECs,25,1,Rare,Frequent,All withdrawn
Sarah Hughes,16,Female,28/05/2005,,363,2308,Student,Apprenticeships,29,2,Rare,Frequent,All withdrawn
Angela Smith,17,Male,25/02/2006,,579,3514,Student,Apprenticeships,45,1,Occasional,Frequent,All withdrawn
Elizabeth Gibbs,16,Female,04/10/2006,,457,1494,Student,BTECs,33,2,Occasional,Frequent,All withdrawn
Karen Little,17,Female,16/04/2006,,274,4163,Student,Other Qualifications,34,2,Rare,Frequent,All withdrawn
Matthew Roman,17,Male,14/02/2006,,454,4346,Student,Apprenticeships,23,3,Rare,Frequent,All withdrawn
John Mcdonald,17,Male,31/05/2006,,535,3499,Student,BTECs,21,3,Occasional,Frequent,All withdrawn
Paul Winters,16,Female,17/09/2005,,819,1986,Student,BTECs,50,3,Rare,Occasional,All withdrawn
Brian Mayer,17,Male,22/05/2005,,184,4484,Student,Other Qualifications,26,2,Rare,Frequent,All withdrawn
Nichole Gibson,17,Female,27/04/2006,,965,3312,Student,BTECs,38,2,Occasional,Frequent,All withdrawn
Eric Lopez,16,Female,01/05/2006,,499,2672,Student,BTECs,29,1,Rare,Frequent,All withdrawn
Patrick Thompson,16,Male,11/06/2005,,416,1256,Student,Other Qualifications,26,3,Rare,Frequent,All withdrawn
Todd Bradford,16,Male,16/05/2006,,897,2207,Student,Apprenticeships,35,2,Occasional,Frequent,All withdrawn
Lance Parker,17,Male,02/04/2006,,937,2971,Student,Other Qualifications,32,1,Rare,Frequent,All withdrawn
Richard Newton,17,Female,24/12/2006,,464,973,Student,Apprenticeships,42,3,Rare,Frequent,All withdrawn
Jesse Fox,16,Male,02/10/2006,,769,588,Student,GCSEs,28,2,Rare,Frequent,All withdrawn
Jaime Pitts,16,Male,08/07/2005,,94,4275,Student,BTECs,36,1,Rare,Frequent,All withdrawn
Mr. Omar Becker,17,Female,07/05/2005,,293,1019,Student,A-Levels,21,1,Occasional,Frequent,All withdrawn
Nicholas Reyes,16,Female,29/01/2007,,310,1606,Student,GCSEs,50,2,Rare,Frequent,All withdrawn
Kelly Miller,17,Male,26/07/2006,,451,3496,Student,BTECs,29,1,Frequent,Frequent,All withdrawn
Charles Wiley,17,Male,12/12/2005,,138,2701,Student,BTECs,22,3,Rare,Frequent,All withdrawn
Jacqueline Crosby,16,Male,02/12/2005,,586,2742,Student,GCSEs,41,2,Rare,Frequent,All withdrawn
William Arnold,16,Female,02/02/2006,,403,3444,Student,Apprenticeships,35,1,Rare,Frequent,All withdrawn
Tammy Fisher,17,Female,24/07/2006,,677,4449,Student,Apprenticeships,25,1,Rare,Occasional,All withdrawn
Jeffrey Garrett,17,Male,24/05/2005,,175,2749,Student,Apprenticeships,41,1,Occasional,Frequent,All withdrawn
Diane Moreno,16,Male,08/12/2005,,887,1342,Student,Apprenticeships,50,3,Rare,Frequent,All withdrawn
Peter Huff,16,Female,16/11/2005,,477,4626,Student,GCSEs,27,2,Occasional,Frequent,All withdrawn
Anne Craig,17,Female,03/10/2005,,870,1436,Student,A-Levels,23,1,Rare,Frequent,All withdrawn
Kristen Cruz,16,Male,15/01/2006,,235,2896,Student,GCSEs,45,1,Rare,Occasional,All withdrawn
Timothy Jordan,17,Male,15/03/2006,,490,1158,Student,A-Levels,48,3,Occasional,Frequent,All withdrawn
Monica Garcia,16,Male,12/07/2006,,593,2157,Student,GCSEs,47,1,Rare,Frequent,All withdrawn
Mr. Christopher Jones,16,Male,08/06/2006,,812,2859,Student,Apprenticeships,22,2,Rare,Frequent,All withdrawn
John Sanchez,17,Female,06/06/2006,,177,745,Student,A-Levels,29,1,Frequent,Frequent,All withdrawn
Abigail Cabrera,16,Male,28/01/2007,,806,548,Student,Apprenticeships,31,1,Rare,Frequent,All withdrawn
Tammy Jackson,16,Male,21/11/2006,,55,1747,Student,Other Qualifications,27,3,Rare,Frequent,All withdrawn
Kim Meyers,17,Female,23/08/2006,,189,4274,Student,BTECs,44,1,Occasional,Frequent,All withdrawn
Hannah Johnson,16,Male,18/06/2005,,833,3544,Student,Other Qualifications,34,3,Occasional,Frequent,All withdrawn
Kimberly Massey,16,Female,18/05/2006,,592,4337,Student,Apprenticeships,47,3,Occasional,Frequent,All withdrawn
Joseph Tanner,17,Male,25/04/2005,,900,3798,Student,Other Qualifications,37,2,Rare,Frequent,All withdrawn
Brittany Conley,16,Male,25/06/2006,,968,2937,Student,BTECs,31,2,Occasional,Frequent,All withdrawn
Michael Matthews,16,Male,28/11/2006,,26,2732,Student,GCSEs,22,2,Rare,Frequent,All withdrawn
Yvonne Hawkins,17,Female,08/10/2006,,525,1915,Student,Other Qualifications,25,2,Frequent,Frequent,All withdrawn
Kaitlyn Kent,16,Female,04/02/2006,,311,2667,Student,Other Qualifications,28,1,Occasional,Frequent,All withdrawn
Melanie Ross,17,Female,28/05/2005,,450,2414,Student,A-Levels,29,3,Occasional,Frequent,All withdrawn
Jeremy Thomas,17,Male,24/08/2005,,658,1460,Student,A-Levels,31,3,Rare,Frequent,All withdrawn
Lisa Sanders,16,Female,15/03/2007,,166,1314,Student,Apprenticeships,49,3,Rare,Frequent,All withdrawn
Joseph Hawkins,17,Male,04/02/2007,,805,4963,Student,A-Levels,39,3,Rare,Frequent,All withdrawn
Meredith Randall,16,Female,07/11/2006,,641,4404,Student,Apprenticeships,49,3,Rare,Frequent,All withdrawn
Amanda Adams,16,Male,13/04/2006,,388,1430,Student,Other Qualifications,41,2,Rare,Frequent,All withdrawn
Allison Jimenez,17,Male,24/05/2006,,418,2328,Student,BTECs,36,1,Rare,Frequent,All withdrawn
Xavier Lee,16,Male,27/03/2006,,84,3920,Student,Other Qualifications,22,2,Occasional,Frequent,All withdrawn
Sara Herrera,17,Female,16/05/2005,,932,2615,Student,BTECs,30,1,Occasional,Frequent,All withdrawn
Jennifer Skinner,17,Female,20/05/2005,,413,2083,Student,Apprenticeships,50,3,Rare,Frequent,All withdrawn
Mary Moody,16,Female,30/07/2005,,257,2321,Student,BTECs,20,2,Rare,Occasional,All withdrawn
Brandon Reese,17,Female,07/07/2005,,494,4255,Student,Other Qualifications,40,2,Occasional,Frequent,All withdrawn
Jacqueline Parrish,16,Female,29/04/2006,,112,1591,Student,GCSEs,26,2,Rare,Frequent,All withdrawn
Jerry Pham,16,Male,11/02/2007,,379,1733,Student,GCSEs,27,1,Occasional,Frequent,All withdrawn
Megan Thompson,16,Male,07/08/2005,,214,1599,Student,BTECs,42,1,Rare,Frequent,All withdrawn
Jacqueline Fox,16,Female,20/04/2006,,733,3810,Student,Other Qualifications,29,2,Rare,Occasional,All withdrawn
Chad Grant,17,Male,16/12/2005,,425,2637,Student,Apprenticeships,36,3,Frequent,Frequent,All withdrawn
Mrs. Tina Adams,17,Female,10/04/2006,,755,1927,Student,A-Levels,38,1,Occasional,Frequent,All withdrawn
Mark Acosta,16,Female,04/06/2005,,635,3770,Student,GCSEs,49,3,Occasional,Frequent,All withdrawn
Charles Potter,17,Female,28/08/2006,,256,3361,Student,Apprenticeships,34,3,Occasional,Frequent,All withdrawn
Stacy Strong,17,Male,20/06/2005,,107,4021,Student,A-Levels,40,1,Rare,Frequent,All withdrawn
Ashley Jones,16,Male,16/02/2007,,309,1650,Student,GCSEs,27,3,Occasional,Frequent,All withdrawn
Kelly Forbes,16,Female,20/07/2005,,390,3798,Student,BTECs,43,2,Rare,Frequent,All withdrawn
Brittney Jones,16,Male,09/08/2005,,750,599,Student,Other Qualifications,24,2,Occasional,Frequent,All withdrawn
Nicholas Reed,17,Female,24/09/2006,,700,4775,Student,Apprenticeships,38,3,Rare,Frequent,All withdrawn
Carolyn Hunter,17,Female,02/10/2006,,883,4261,Student,BTECs,44,1,Occasional,Frequent,All withdrawn
Matthew Rivas,17,Female,15/08/2006,,888,1102,Student,A-Levels,45,2,Occasional,Frequent,All withdrawn
Jennifer Bailey,17,Male,19/02/2007,,482,1458,Student,BTECs,38,2,Occasional,Frequent,All withdrawn
Regina Taylor,17,Male,11/08/2006,,109,3241,Student,Other Qualifications,26,3,Occasional,Frequent,All withdrawn
Megan Campos,16,Male,04/07/2006,,716,4011,Student,Other Qualifications,39,1,Rare,Occasional,All withdrawn
James Green,16,Male,25/05/2005,,971,570,Student,Other Qualifications,21,1,Rare,Frequent,All withdrawn
Ashley Murphy,17,Female,17/06/2006,,29,4096,Student,Apprenticeships,35,3,Rare,Frequent,All withdrawn
Joseph Richardson,17,Male,11/06/2006,,354,2462,Student,BTECs,36,3,Occasional,Frequent,All withdrawn
Lauren Hunt,16,Female,08/02/2006,,780,2048,Student,GCSEs,32,1,Occasional,Frequent,All withdrawn
Melissa Thompson,17,Male,05/03/2007,,917,3746,Student,A-Levels,39,3,Occasional,Frequent,All withdrawn
Diana Rogers,16,Female,29/09/2006,,303,4898,Student,GCSEs,26,2,Frequent,Frequent,All withdrawn
Charles Austin,17,Female,12/05/2006,,788,636,Student,BTECs,25,2,Rare,Frequent,All withdrawn
Alexander Bates,16,Male,05/04/2007,,590,4048,Student,Apprenticeships,49,3,Rare,Frequent,All withdrawn
Jared Castaneda,17,Male,07/08/2005,,301,4441,Student,Apprenticeships,24,2,Occasional,Frequent,All withdrawn
Judy Mcgee,17,Male,27/10/2006,,70,4937,Student,Other Qualifications,28,2,Rare,Frequent,All withdrawn
Jillian Holmes,17,Female,12/05/2005,,168,4159,Student,A-Levels,44,1,Rare,Occasional,All withdrawn
Shelly Ortega,17,Male,20/08/2005,,302,4168,Student,BTECs,48,2,Rare,Frequent,All withdrawn
Ashley Allen,16,Male,17/08/2005,,62,2395,Student,BTECs,24,3,Occasional,Frequent,All withdrawn
Justin Brown,17,Male,11/01/2006,,762,4048,Student,Apprenticeships,41,1,Occasional,Frequent,All withdrawn
Patricia Hamilton,17,Male,07/05/2005,,260,3954,Student,Apprenticeships,30,2,Occasional,Frequent,All withdrawn
Karen Knapp,16,Female,03/06/2006,,138,689,Student,Other Qualifications,49,3,Rare,Frequent,All withdrawn
Ryan Morales,16,Female,03/08/2005,,927,3725,Student,GCSEs,22,1,Occasional,Frequent,All withdrawn
Randall Davis,16,Female,28/12/2006,,473,1669,Student,Apprenticeships,30,2,Rare,Frequent,All withdrawn
Christine Gardner,16,Female,30/03/2006,,681,2110,Student,BTECs,46,2,Rare,Frequent,All withdrawn
Tony Conrad,17,Male,14/03/2007,,699,1025,Student,Other Qualifications,35,2,Rare,Frequent,All withdrawn
Lindsay Woods,16,Male,26/04/2005,,726,2151,Student,Other Qualifications,45,2,Rare,Frequent,All withdrawn
David Simmons,17,Male,12/08/2006,,600,3119,Student,Other Qualifications,27,1,Rare,Frequent,All withdrawn
Christian Gonzales,16,Female,17/11/2006,,581,2835,Student,BTECs,35,3,Occasional,Frequent,All withdrawn
Shannon Andrade,16,Female,02/12/2006,,326,2243,Student,BTECs,31,2,Rare,Frequent,All withdrawn
Krista Calhoun,16,Female,12/08/2006,,289,1189,Student,Other Qualifications,45,3,Occasional,Frequent,All withdrawn
Christopher Wilson,16,Female,30/03/2007,,772,2901,Student,GCSEs,36,1,Rare,Frequent,All withdrawn
Joshua Sullivan,16,Female,30/03/2007,,588,2746,Student,Apprenticeships,35,1,Rare,Frequent,All withdrawn
Scott Murphy,17,Female,15/03/2006,,35,2354,Student,Apprenticeships,43,3,Rare,Frequent,All withdrawn
Anthony Waters,16,Male,04/11/2005,,276,1564,Student,Other Qualifications,49,3,Frequent,Frequent,All withdrawn
Kayla Bartlett,17,Male,01/10/2006,,828,2085,Student,BTECs,32,1,Rare,Frequent,All withdrawn
Samantha Jordan,17,Male,25/03/2006,,784,2804,Student,BTECs,26,3,Rare,Frequent,All withdrawn
Brittney Yates,17,Male,03/04/2006,,286,4351,Student,Other Qualifications,30,2,Occasional,Frequent,All withdrawn
Harry Warren,16,Female,12/08/2005,,339,4219,Student,GCSEs,24,1,Rare,Frequent,All withdrawn
Cynthia Rocha,17,Male,10/10/2006,,986,3226,Student,BTECs,25,1,Occasional,Frequent,All withdrawn
Patrick Payne,17,Male,02/05/2006,,917,2385,Student,A-Levels,26,2,Rare,Occasional,All withdrawn
Shawn Jones,16,Female,09/10/2005,,1,4881,Student,Other Qualifications,24,3,Rare,Frequent,All withdrawn
Nicholas Davies,16,Male,03/04/2006,,856,751,Student,Apprenticeships,38,3,Rare,Frequent,All withdrawn
Charles Austin,16,Male,02/04/2006,,741,1697,Student,Other Qualifications,39,1,Rare,Occasional,All withdrawn
Jamie Watkins,17,Male,01/01/2007,,341,2419,Student,Other Qualifications,36,3,Rare,Frequent,All withdrawn
Thomas Walters,17,Female,05/08/2006,,161,2247,Student,Other Qualifications,32,3,Occasional,Frequent,All withdrawn
Nicholas Farmer,16,Male,08/11/2005,,22,4785,Student,BTECs,34,1,Rare,Frequent,All withdrawn
Cynthia Garza,16,Male,15/06/2006,,731,2774,Student,GCSEs,45,1,Rare,Frequent,All withdrawn
Andrew Roberson,17,Female,15/10/2006,,472,3748,Student,Other Qualifications,48,3,Occasional,Frequent,All withdrawn
Emily Riley,17,Female,10/04/2007,,877,1936,Student,Apprenticeships,49,1,Occasional,Frequent,All withdrawn
Shawna Harrell,16,Male,14/12/2006,,681,1426,Student,Apprenticeships,30,2,Rare,Occasional,All withdrawn
Christine Kim,17,Male,16/04/2006,,20,784,Student,A-Levels,47,2,Rare,Frequent,All withdrawn
Leslie Spencer,17,Female,11/06/2005,,10,2059,Student,Other Qualifications,50,2,Rare,Frequent,All withdrawn
Christian Barnes,17,Male,14/12/2005,,64,2679,Student,A-Levels,45,2,Occasional,Frequent,All withdrawn
Elizabeth Jones,17,Male,04/06/2006,,367,1636,Student,Other Qualifications,31,1,Occasional,Frequent,All withdrawn
Jennifer Smith,16,Female,31/03/2007,,551,3826,Student,Apprenticeships,50,2,Frequent,Frequent,All withdrawn
Kim Cook,16,Male,30/09/2005,,578,758,Student,Apprenticeships,32,2,Occasional,Frequent,All withdrawn
Kayla Wright,17,Female,25/12/2005,,418,916,Student,Other Qualifications,39,2,Rare,Frequent,All withdrawn
Benjamin Simmons,17,Male,24/02/2006,,858,1650,Student,Apprenticeships,41,1,Rare,Frequent,All withdrawn
Kathryn Moran,17,Male,28/06/2006,,679,4459,Student,BTECs,50,3,Frequent,Frequent,All withdrawn
Mrs. Erin Williams,17,Male,27/05/2005,,195,2251,Student,Other Qualifications,31,3,Occasional,Frequent,All withdrawn
Shane Williams,17,Male,21/02/2007,,140,643,Student,Apprenticeships,49,1,Rare,Frequent,All withdrawn
